"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 02, 2012","1,400.88","1,401.00","1,411.00","1,390.80","44.52M","-0.01%"
"Nov 01, 2012","1,400.97","1,418.20","1,418.20","1,401.00","33.31M","-1.21%"
"Oct 31, 2012","1,418.17","1,408.20","1,421.60","1,408.20","47.97M","0.71%"
"Oct 30, 2012","1,408.23","1,394.60","1,411.60","1,394.50","28.49M","0.98%"
"Oct 29, 2012","1,394.57","1,398.30","1,408.30","1,394.57","30.00M","-0.27%"
"Oct 26, 2012","1,398.29","1,395.30","1,408.30","1,395.00","65.31M","0.21%"
"Oct 25, 2012","1,395.33","1,381.90","1,398.60","1,381.90","33.43M","0.97%"
"Oct 24, 2012","1,381.93","1,392.50","1,392.50","1,381.90","32.80M","-0.76%"
"Oct 23, 2012","1,392.46","1,382.10","1,399.00","1,382.10","34.19M","0.75%"
"Oct 22, 2012","1,382.11","1,395.60","1,395.60","1,375.60","35.67M","-0.97%"
"Oct 19, 2012","1,395.60","1,372.50","1,395.60","1,372.30","47.12M","1.68%"
"Oct 18, 2012","1,372.54","1,378.90","1,392.40","1,372.40","51.07M","-0.46%"
"Oct 17, 2012","1,378.90","1,352.10","1,379.00","1,352.10","66.31M","1.98%"
"Oct 16, 2012","1,352.15","1,352.10","1,359.20","1,352.10","21.58M","0.01%"
"Oct 15, 2012","1,352.07","1,347.90","1,358.40","1,347.90","25.09M","0.31%"
"Oct 12, 2012","1,347.94","1,347.50","1,354.60","1,347.50","29.97M","0.03%"
"Oct 11, 2012","1,347.52","1,341.00","1,350.90","1,337.50","25.30M","0.49%"
"Oct 10, 2012","1,340.95","1,351.50","1,351.50","1,337.40","32.41M","-0.78%"
"Oct 09, 2012","1,351.49","1,355.20","1,358.30","1,346.60","22.78M","-0.28%"
"Oct 08, 2012","1,355.22","1,354.30","1,361.80","1,354.30","20.29M","0.07%"
"Oct 05, 2012","1,354.31","1,347.20","1,354.50","1,342.30","26.35M","0.52%"
"Oct 04, 2012","1,347.24","1,350.30","1,350.60","1,343.70","30.42M","-0.22%"
"Oct 03, 2012","1,350.27","1,343.90","1,353.90","1,343.70","39.20M","0.48%"
"Oct 02, 2012","1,343.88","1,330.00","1,350.50","1,329.90","37.36M","1.05%"
"Oct 01, 2012","1,329.96","1,343.10","1,343.10","1,326.60","-","-0.98%"
"Sep 28, 2012","1,343.13","1,343.70","1,346.80","1,333.50","79.38M","-0.04%"
"Sep 27, 2012","1,343.70","1,336.90","1,350.30","1,333.60","41.22M","0.51%"
"Sep 26, 2012","1,336.92","1,330.50","1,336.92","1,321.80","56.66M","0.48%"
"Sep 25, 2012","1,330.53","1,323.40","1,333.80","1,322.10","35.14M","0.53%"
"Sep 24, 2012","1,323.45","1,326.80","1,330.20","1,316.80","47.22M","-0.26%"
"Sep 21, 2012","1,326.85","1,323.00","1,330.30","1,319.70","45.62M","0.29%"
"Sep 20, 2012","1,323.04","1,309.30","1,329.60","1,309.10","74.52M","1.05%"
"Sep 19, 2012","1,309.32","1,303.00","1,312.70","1,302.70","60.04M","0.48%"
"Sep 18, 2012","1,303.02","1,299.70","1,309.80","1,299.40","32.73M","0.26%"
"Sep 17, 2012","1,299.67","1,310.80","1,316.60","1,299.70","47.37M","-0.85%"
"Sep 14, 2012","1,310.84","1,320.20","1,320.70","1,307.40","42.76M","-0.71%"
"Sep 13, 2012","1,320.22","1,313.70","1,325.30","1,313.40","27.94M","0.49%"
"Sep 12, 2012","1,313.74","1,303.40","1,313.90","1,303.40","26.32M","0.79%"
"Sep 11, 2012","1,303.42","1,306.40","1,313.20","1,303.20","28.06M","-0.23%"
"Sep 10, 2012","1,306.43","1,307.10","1,309.80","1,299.90","30.91M","-0.05%"
