"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 23, 2011","804.66","790.50","805.60","790.50","45.69M","1.81%"
"Dec 22, 2011","790.36","805.90","805.90","782.50","131.49M","-2.02%"
"Dec 21, 2011","806.66","801.90","812.70","801.90","123.48M","0.83%"
"Dec 20, 2011","799.99","793.10","802.10","789.50","128.83M","0.88%"
"Dec 19, 2011","793.01","808.00","808.20","791.70","146.58M","-2.04%"
"Dec 16, 2011","809.50","807.90","815.50","807.90","174.33M","0.23%"
"Dec 15, 2011","807.66","807.00","813.60","803.80","232.55M","0.13%"
"Dec 14, 2011","806.58","806.30","817.40","803.60","131.87M","-0.00%"
"Dec 13, 2011","806.62","811.50","811.50","804.40","119.03M","-0.62%"
"Dec 12, 2011","811.66","807.70","817.00","807.50","97.70M","0.70%"
"Dec 09, 2011","805.98","828.20","828.20","806.00","157.11M","-2.71%"
"Dec 08, 2011","828.42","831.50","831.60","826.30","136.62M","-0.39%"
"Dec 07, 2011","831.65","822.00","833.20","822.00","135.60M","1.17%"
"Dec 06, 2011","822.07","830.50","830.50","821.60","147.71M","-0.97%"
"Dec 05, 2011","830.12","823.10","833.00","823.10","186.02M","0.85%"
"Dec 02, 2011","823.10","812.70","823.10","811.60","160.80M","1.29%"
"Dec 01, 2011","812.61","811.80","824.50","810.80","164.22M","0.11%"
"Nov 30, 2011","811.71","800.40","811.70","796.50","165.18M","1.34%"
"Nov 29, 2011","800.95","779.00","800.90","778.60","139.18M","2.89%"
"Nov 28, 2011","778.46","783.30","793.70","778.50","146.85M","-0.61%"
"Nov 25, 2011","783.24","782.20","784.60","776.70","112.53M","0.13%"
"Nov 24, 2011","782.25","767.10","786.00","766.40","145.41M","1.96%"
"Nov 23, 2011","767.18","780.40","783.50","767.20","102.60M","-1.71%"
"Nov 22, 2011","780.55","782.40","783.70","777.00","117.14M","-0.38%"
"Nov 21, 2011","783.54","783.20","790.80","781.40","97.36M","0.03%"
"Nov 18, 2011","783.29","793.50","793.50","782.10","88.60M","-1.31%"
"Nov 17, 2011","793.70","797.50","800.10","792.80","102.18M","-0.41%"
"Nov 16, 2011","796.98","799.20","802.80","795.60","89.09M","-0.23%"
"Nov 15, 2011","798.78","808.70","808.70","798.20","119.38M","-1.23%"
"Nov 14, 2011","808.70","807.30","821.60","807.30","92.98M","0.20%"
"Nov 11, 2011","807.09","793.70","807.10","793.70","105.34M","1.70%"
"Nov 10, 2011","793.59","808.00","808.00","791.10","132.79M","-1.84%"
"Nov 09, 2011","808.50","792.80","810.10","792.80","120.01M","1.99%"
"Nov 08, 2011","792.71","790.10","795.60","787.50","93.15M","0.33%"
"Nov 07, 2011","790.14","792.30","792.90","783.90","82.69M","-0.28%"
"Nov 04, 2011","792.37","773.20","793.50","773.10","164.59M","2.54%"
"Nov 03, 2011","772.75","773.30","778.20","770.00","140.47M","0.00%"
"Nov 02, 2011","772.75","788.20","788.40","769.50","178.26M","-2.04%"
"Nov 01, 2011","788.85","790.80","796.60","785.50","119.70M","-0.25%"
"Oct 31, 2011","790.85","793.90","799.90","788.10","155.35M","-0.45%"
"Oct 28, 2011","794.43","792.30","801.40","790.80","164.09M","0.29%"
"Oct 27, 2011","792.17","780.40","795.50","778.30","101.70M","1.51%"
"Oct 26, 2011","780.35","785.60","785.60","778.10","128.36M","-0.71%"
"Oct 25, 2011","785.92","796.00","796.00","785.90","117.12M","-1.28%"
"Oct 24, 2011","796.09","782.40","796.10","781.80","79.77M","2.10%"
"Oct 21, 2011","779.73","776.70","784.00","776.70","126.29M","0.54%"
"Oct 20, 2011","775.55","782.90","782.90","775.00","109.26M","-0.96%"
"Oct 19, 2011","783.05","775.10","787.10","775.10","155.24M","1.05%"
"Oct 18, 2011","774.95","788.60","788.60","772.70","115.27M","-1.75%"
