"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 12, 2013","9,732.62","9,661.40","9,795.50","9,661.40","18.11M","0.74%"
"Jul 11, 2013","9,661.37","9,668.10","9,724.30","9,587.30","25.82M","-0.07%"
"Jul 10, 2013","9,668.14","9,668.20","9,790.70","9,648.80","23.74M","-0.00%"
"Jul 09, 2013","9,668.19","9,511.60","9,695.70","9,511.60","17.79M","1.65%"
"Jul 08, 2013","9,511.63","9,575.00","9,632.80","9,474.30","11.85M","-0.66%"
"Jul 05, 2013","9,575.03","9,507.40","9,610.00","9,507.40","15.52M","0.71%"
"Jul 04, 2013","9,507.43","9,451.40","9,616.70","9,451.40","15.22M","0.59%"
"Jul 03, 2013","9,451.41","9,672.40","9,672.90","9,368.50","23.73M","-2.28%"
"Jul 02, 2013","9,672.36","9,428.60","9,672.40","9,428.60","21.08M","2.59%"
"Jul 01, 2013","9,428.59","9,639.80","9,639.80","9,393.80","18.62M","-2.19%"
"Jun 28, 2013","9,639.85","9,665.60","9,713.00","9,622.60","29.50M","-0.27%"
"Jun 27, 2013","9,665.56","9,441.90","9,725.00","9,441.90","25.26M","2.37%"
"Jun 26, 2013","9,441.93","9,412.70","9,514.80","9,400.60","22.68M","0.31%"
"Jun 25, 2013","9,412.75","9,347.60","9,446.20","9,335.40","40.54M","0.70%"
"Jun 24, 2013","9,347.57","9,388.10","9,410.60","9,336.70","20.67M","-0.43%"
"Jun 21, 2013","9,388.10","9,453.80","9,477.20","9,365.30","26.20M","-0.69%"
"Jun 20, 2013","9,453.80","9,572.50","9,572.50","9,346.90","32.13M","-1.24%"
"Jun 19, 2013","9,572.46","9,414.30","9,572.50","9,414.30","21.83M","1.68%"
"Jun 18, 2013","9,414.34","9,477.20","9,484.50","9,328.30","24.25M","-0.66%"
"Jun 17, 2013","9,477.15","9,407.80","9,496.70","9,387.50","26.34M","0.79%"
"Jun 14, 2013","9,402.72","9,185.70","9,417.40","9,185.70","30.63M","2.36%"
"Jun 13, 2013","9,185.73","9,276.20","9,276.20","9,143.20","27.11M","-0.98%"
"Jun 12, 2013","9,276.22","9,341.80","9,344.70","9,244.10","24.33M","-0.70%"
"Jun 11, 2013","9,341.82","9,365.20","9,458.40","9,334.10","22.66M","-0.25%"
"Jun 07, 2013","9,365.23","9,375.70","9,408.00","9,302.60","19.13M","-0.11%"
"Jun 06, 2013","9,375.72","9,493.30","9,493.30","9,375.70","22.87M","-1.24%"
"Jun 05, 2013","9,493.27","9,565.00","9,566.90","9,432.20","22.83M","-0.75%"
"Jun 04, 2013","9,564.98","9,631.70","9,639.40","9,512.60","21.74M","-0.69%"
"Jun 03, 2013","9,631.71","9,675.40","9,726.90","9,553.70","18.43M","-0.45%"
"May 31, 2013","9,675.36","9,724.10","9,784.50","9,645.80","32.45M","-0.50%"
"May 30, 2013","9,724.07","9,804.70","9,900.30","9,640.80","19.22M","-0.82%"
"May 29, 2013","9,804.68","9,885.30","9,893.40","9,745.00","17.74M","-0.82%"
"May 28, 2013","9,885.27","9,864.70","9,891.40","9,783.40","15.64M","0.21%"
"May 27, 2013","9,864.66","9,920.70","9,925.10","9,755.10","23.88M","-0.56%"
"May 24, 2013","9,920.66","10,113.10","10,158.40","9,904.20","24.06M","-1.90%"
"May 23, 2013","10,113.09","10,266.70","10,280.50","10,113.10","21.49M","-1.50%"
"May 22, 2013","10,266.68","10,272.00","10,348.20","10,240.70","31.62M","-0.05%"
"May 21, 2013","10,272.05","10,284.80","10,316.90","10,226.00","21.85M","-0.12%"
"May 20, 2013","10,284.81","10,284.30","10,407.70","10,278.60","39.28M","0.00%"
"May 17, 2013","10,284.30","10,442.80","10,452.40","10,212.60","24.48M","-1.52%"
"May 16, 2013","10,442.77","10,264.50","10,462.10","10,263.00","31.51M","1.74%"
"May 15, 2013","10,264.46","10,345.20","10,384.60","10,239.40","18.20M","-0.78%"
"May 14, 2013","10,345.16","10,357.10","10,406.70","10,301.40","14.23M","-0.11%"
"May 13, 2013","10,357.07","10,241.50","10,357.10","10,241.50","19.00M","1.13%"
