"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 29, 2011","3,143.27","3,143.20","3,150.30","3,092.70","188.99M","-0.39%"
"Sep 28, 2011","3,155.46","3,134.70","3,175.10","3,132.20","320.85M","0.78%"
"Sep 27, 2011","3,131.04","3,078.60","3,133.40","3,065.50","283.44M","2.24%"
"Sep 26, 2011","3,062.48","3,128.10","3,150.30","3,062.40","95.36M","-1.54%"
"Sep 23, 2011","3,110.39","3,139.30","3,143.80","3,083.60","108.46M","-1.06%"
"Sep 22, 2011","3,143.76","3,205.70","3,207.40","3,131.10","86.75M","-2.39%"
"Sep 21, 2011","3,220.80","3,204.40","3,225.80","3,195.80","115.37M","0.94%"
"Sep 20, 2011","3,190.94","3,219.00","3,221.40","3,186.50","90.76M","-0.88%"
"Sep 19, 2011","3,219.30","3,269.20","3,269.90","3,211.00","80.90M","-1.77%"
"Sep 16, 2011","3,277.22","3,237.30","3,277.20","3,234.10","214.58M","2.02%"
"Sep 15, 2011","3,212.30","3,179.90","3,228.50","3,174.30","149.74M","1.68%"
"Sep 14, 2011","3,159.11","3,204.40","3,222.40","3,153.90","135.65M","-1.35%"
"Sep 13, 2011","3,202.29","3,195.60","3,228.20","3,183.00","97.74M","0.36%"
"Sep 12, 2011","3,190.92","3,292.20","3,294.80","3,190.90","92.87M","-3.72%"
"Sep 09, 2011","3,314.18","3,295.60","3,334.00","3,292.70","94.81M","0.52%"
"Sep 08, 2011","3,297.06","3,296.70","3,323.00","3,279.10","178.64M","0.45%"
"Sep 07, 2011","3,282.22","3,210.90","3,282.20","3,210.90","116.92M","2.58%"
"Sep 06, 2011","3,199.62","3,248.50","3,248.50","3,195.60","124.48M","-1.91%"
"Sep 05, 2011","3,261.96","3,312.70","3,316.20","3,260.70","106.32M","-1.74%"
"Sep 02, 2011","3,319.68","3,366.20","3,366.20","3,302.60","107.53M","-1.54%"
"Sep 01, 2011","3,371.48","3,371.70","3,405.80","3,370.40","193.59M","0.14%"
"Aug 31, 2011","3,366.84","3,344.50","3,366.80","3,340.80","108.92M","0.62%"
"Aug 30, 2011","3,346.24","3,329.90","3,360.30","3,325.40","116.70M","0.59%"
"Aug 29, 2011","3,326.58","3,309.40","3,331.40","3,300.80","103.16M","0.76%"
"Aug 26, 2011","3,301.34","3,315.70","3,325.70","3,296.50","115.28M","-0.47%"
"Aug 25, 2011","3,317.04","3,308.80","3,336.10","3,283.90","184.57M","0.54%"
"Aug 24, 2011","3,299.12","3,331.00","3,360.40","3,290.60","115.87M","-0.57%"
"Aug 23, 2011","3,318.02","3,242.00","3,318.00","3,240.50","115.67M","2.61%"
"Aug 22, 2011","3,233.65","3,263.70","3,306.90","3,229.60","111.55M","-1.17%"
"Aug 19, 2011","3,271.99","3,369.60","3,369.60","3,272.00","133.50M","-3.85%"
"Aug 18, 2011","3,403.01","3,432.40","3,440.80","3,400.10","98.37M","-1.00%"
"Aug 17, 2011","3,437.28","3,400.40","3,446.20","3,390.50","102.23M","2.04%"
"Aug 16, 2011","3,368.53","3,376.40","3,425.00","3,368.20","116.91M","0.06%"
"Aug 15, 2011","3,366.55","3,282.30","3,366.60","3,282.30","117.46M","3.12%"
"Aug 12, 2011","3,264.78","3,232.10","3,301.70","3,230.30","130.75M","1.40%"
"Aug 11, 2011","3,219.73","3,213.70","3,236.00","3,164.30","152.24M","-0.58%"
"Aug 10, 2011","3,238.66","3,218.40","3,269.00","3,218.40","216.26M","1.58%"
"Aug 09, 2011","3,188.30","3,126.20","3,188.30","2,968.40","265.85M","0.54%"
"Aug 08, 2011","3,171.24","3,252.50","3,253.70","3,167.90","199.10M","-3.20%"
"Aug 05, 2011","3,276.01","3,362.50","3,362.50","3,248.40","294.22M","-3.65%"
"Aug 04, 2011","3,400.10","3,435.80","3,461.90","3,400.10","180.84M","-0.82%"
"Aug 03, 2011","3,428.08","3,508.30","3,508.30","3,428.10","167.67M","-2.80%"
"Aug 02, 2011","3,526.75","3,546.70","3,552.40","3,520.20","87.78M","-0.87%"
"Aug 01, 2011","3,557.64","3,519.10","3,569.80","3,516.70","60.17M","1.28%"
"Jul 29, 2011","3,512.56","3,525.00","3,533.40","3,502.90","160.15M","-0.34%"
"Jul 28, 2011","3,524.47","3,576.10","3,577.50","3,524.50","206.03M","-1.74%"
"Jul 27, 2011","3,587.01","3,589.10","3,611.30","3,576.10","127.08M","-0.08%"
"Jul 26, 2011","3,589.71","3,553.70","3,593.60","3,553.70","130.56M","1.09%"
"Jul 25, 2011","3,550.84","3,608.10","3,609.60","3,550.80","409.94M","-1.84%"
"Jul 22, 2011","3,617.22","3,551.60","3,624.90","3,551.60","146.15M","2.16%"
"Jul 21, 2011","3,540.74","3,550.00","3,565.30","3,540.60","100.28M","-0.23%"
"Jul 20, 2011","3,548.95","3,494.30","3,549.00","3,494.30","119.24M","2.10%"
"Jul 19, 2011","3,475.82","3,481.10","3,496.80","3,460.10","68.21M","-0.48%"
"Jul 18, 2011","3,492.62","3,506.20","3,506.20","3,473.50","67.88M","-0.47%"
"Jul 15, 2011","3,508.96","3,506.90","3,518.00","3,498.00","71.93M","0.21%"
"Jul 14, 2011","3,501.74","3,520.70","3,521.50","3,483.00","64.79M","-0.60%"
"Jul 13, 2011","3,522.98","3,506.20","3,534.80","3,498.30","92.01M","0.67%"
"Jul 12, 2011","3,499.43","3,569.50","3,569.50","3,499.40","111.74M","-2.13%"
"Jul 11, 2011","3,575.66","3,607.40","3,608.10","3,573.10","80.72M","-1.13%"
"Jul 08, 2011","3,616.54","3,582.90","3,616.54","3,582.00","90.89M","1.05%"
"Jul 07, 2011","3,579.09","3,565.40","3,589.60","3,552.40","97.51M","0.47%"
